Index,Code,Type,Order,Design,Color,Name,Rate,Wear,Company,Gender,Brand,Divest,Limit,Exchange,Inchant,Sum,Gift,Parcel,Free,New,Event,Amount,Discount,Sell,Cash,Point,CPack,PPack,IconFile10,IconFile20,MeshFile10,MeshFile20,EnvironFile10,EnvironFile20,TextureFile11,TextureFile12,TextureFile13,TextureFile21,TextureFile22,Description
12,103101101,103,101,1,1,Football Sticker,20,2,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,103010,103005,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101_D1_C1,[Usage] Put on / Take off an item.
13,103101201,103,101,2,1,Star Sticker,20,2,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,103010,103005,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101_D2_C1,[Usage] Put on / Take off an item.
14,103101301,103,101,3,1,Flower Sticker,20,2,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,103010,103005,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101_D3_C1,[Usage] Put on / Take off an item.
15,103101401,103,101,4,1,Butterfly Sticker,20,2,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,103010,103005,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101_D4_C1,[Usage] Put on / Take off an item.
16,201001101,201,1,1,1,Basic Top for Man,0,3,0,1,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Shirts11_1_D1_C1,-,Shirts10_1,-,-,-,Shirts11_1_D1_C1,Shirts12_1_D1_C1,Shirts13_1_D1_C1,-,-,[Usage] Put on / Take off an item.
17,201001102,201,1,1,2,Basic Top for Man,0,3,0,1,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Shirts11_1_D1_C2,-,Shirts10_1,-,-,-,Shirts11_1_D1_C2,Shirts12_1_D1_C2,Shirts13_1_D1_C2,-,-,[Usage] Put on / Take off an item.
18,201001103,201,1,1,3,Basic Top for Man,0,3,0,1,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Shirts11_1_D1_C3,-,Shirts10_1,-,-,-,Shirts11_1_D1_C3,Shirts12_1_D1_C3,Shirts13_1_D1_C3,-,-,[Usage] Put on / Take off an item.
19,201002101,201,2,1,1,Basic Top for Woman,0,3,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,-,Shirts21_2_D1_C1,-,Shirts20_2,-,-,-,-,-,Shirts21_2_D1_C1,Shirts21_2_D1_C1,[Usage] Put on / Take off an item.
20,201101101,201,101,1,1,Hooded Jacket,20,3,0,1,0,102401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_101_D1_C1,-,Shirts10_101,-,-,-,Shirts11_101_D1_C1,Shirts12_101_D1_C1,Shirts13_101_D1_C1,-,-,[Usage] Put on / Take off an item.
21,201101102,201,101,1,2,Hip-hop hood,20,3,0,1,0,102401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_101_D1_C2,-,Shirts10_101,-,-,-,Shirts11_101_D1_C2,Shirts12_101_D1_C2,Shirts13_101_D1_C2,-,-,[Usage] Put on / Take off an item.
22,201101103,201,101,1,3,Hip-hop hood,20,3,0,1,0,102401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_101_D1_C3,-,Shirts10_101,-,-,-,Shirts11_101_D1_C3,Shirts12_101_D1_C3,Shirts13_101_D1_C3,-,-,[Usage] Put on / Take off an item.
23,201102101,201,102,1,1,Collar Jacket,20,3,0,2,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,-,Shirts21_102_D1_C1,-,Shirts20_102,-,-,-,-,-,Shirts21_102_D1_C1,Shirts21_102_D1_C1,[Usage] Put on / Take off an item.
24,201103101,201,103,1,1,Skull Printed T-shirts,20,3,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_103_D1_C1,-,Shirts10_103,-,-,-,Shirts11_103_D1_C1,Shirts12_103_D1_C1,Shirts11_103_D1_C1,-,-,[Usage] Put on / Take off an item.
25,201103102,201,103,1,2,Skull Printed T-shirts,20,3,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_103_D1_C2,-,Shirts10_103,-,-,-,Shirts11_103_D1_C2,Shirts12_103_D1_C2,Shirts13_103_D1_C2,-,-,[Usage] Put on / Take off an item.
26,201103103,201,103,1,3,Skull Printed T-shirts,20,3,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_103_D1_C3,-,Shirts10_103,-,-,-,Shirts11_103_D1_C3,Shirts12_103_D1_C3,Shirts13_103_D1_C3,-,-,[Usage] Put on / Take off an item.
27,201104101,201,104,1,1,Shining Silver Jacket,20,3,0,2,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,-,Shirts21_104_D1_C1,-,Shirts20_104,-,-,-,-,-,Shirts21_104_D1_C1,Shirts21_104_D1_C1,[Usage] Put on / Take off an item.
28,201105101,201,105,1,1,Point Training Jacket,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_105_D1_C1,-,Shirts10_105,-,-,-,Shirts11_105_D1_C1,Shirts11_105_D1_C1,Shirts11_105_D1_C1,-,-,[Usage] Put on / Take off an item.
29,201105102,201,105,1,2,Point Training Jacket,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_105_D1_C2,-,Shirts10_105,-,-,-,Shirts11_105_D1_C2,Shirts11_105_D1_C2,Shirts11_105_D1_C2,-,-,[Usage] Put on / Take off an item.
30,201105103,201,105,1,3,Point Training Jacket,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_105_D1_C3,-,Shirts10_105,-,-,-,Shirts11_105_D1_C3,Shirts11_105_D1_C3,Shirts11_105_D1_C3,-,-,[Usage] Put on / Take off an item.
31,201106101,201,106,1,1,Pink Point Jacket,20,3,0,2,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,-,Shirts21_106_D1_C1,-,Shirts20_106,-,-,-,-,-,Shirts21_106_D1_C1,Shirts21_106_D1_C1,[Usage] Put on / Take off an item.
32,201107101,201,107,1,1,L/S Y-shirt,20,3,0,1,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_107_D1_C1,-,Shirts10_107,-,-,-,Shirts11_107_D1_C1,Shirts12_107_D1_C1,Shirts13_107_D1_C1,-,-,[Usage] Put on / Take off an item.
33,201107102,201,107,1,2,L/S Y-shirt,20,3,0,1,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_107_D1_C2,-,Shirts10_107,-,-,-,Shirts11_107_D1_C2,Shirts12_107_D1_C2,Shirts13_107_D1_C2,-,-,[Usage] Put on / Take off an item.
34,201107103,201,107,1,3,L/S Y-shirt,20,3,0,1,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,Shirts11_107_D1_C3,-,Shirts10_107,-,-,-,Shirts11_107_D1_C3,Shirts12_107_D1_C3,Shirts13_107_D1_C3,-,-,[Usage] Put on / Take off an item.
35,201108101,201,108,1,1,Drak bruin padding hooded,20,3,0,2,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,201010,201005,-,Shirts21_108_D1_C1,-,Shirts20_108,-,-,-,-,-,Shirts21_108_D1_C1,Shirts21_108_D1_C1,[Usage] Put on / Take off an item.
36,202001101,202,1,1,1,Basic Pants for Man,0,4,0,1,0,205403,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Pants11_1_D1_C1,-,Pants10_1,-,-,-,Pants11_1_D1_C1,Pants11_1_D1_C1,Pants11_1_D1_C1,-,-,[Usage] Put on / Take off an item.
37,202001102,202,1,1,2,Basic Pants for Man,0,4,0,1,0,205403,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Pants11_1_D1_C2,-,Pants10_1,-,-,-,Pants11_1_D1_C2,Pants11_1_D1_C2,Pants11_1_D1_C2,-,-,[Usage] Put on / Take off an item.
38,202001103,202,1,1,3,Basic Pants for Man,0,4,0,1,0,205403,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Pants11_1_D1_C3,-,Pants10_1,-,-,-,Pants11_1_D1_C3,Pants11_1_D1_C3,Pants11_1_D1_C3,-,-,[Usage] Put on / Take off an item.
39,202002101,202,2,1,1,Basic Pants for Woman,0,4,0,2,0,205403,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,-,Pants21_2_D1_C1,-,Pants20_2,-,-,-,-,-,Pants21_2_D1_C1,Pants21_2_D1_C1,[Usage] Put on / Take off an item.
40,202101101,202,101,1,1,Unbalanced Jean,20,4,0,1,0,403,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,202010,202005,Pants11_101_D1_C1,-,Pants10_101,-,-,-,Pants11_101_D1_C1,Pants11_101_D1_C1,Pants11_101_D1_C1,-,-,[Usage] Put on / Take off an item.
41,202102101,202,102,1,1,Grey Skinny Jean,20,4,0,2,0,205403,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,202010,202005,-,Pants21_102_D1_C1,-,Pants20_102,-,-,-,-,-,Pants21_102_D1_C1,Pants21_102_D1_C1,[Usage] Put on / Take off an item.
42,202103101,202,103,1,1,Cotton Half Pants,20,4,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,202010,202005,Pants11_103_D1_C1,-,Pants10_103,-,-,-,Pants11_103_D1_C1,Pants11_103_D1_C1,Pants11_103_D1_C1,-,-,[Usage] Put on / Take off an item.
43,202103102,202,103,1,2,Cotton Half Pants,20,4,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,202010,202005,Pants11_103_D1_C2,-,Pants10_103,-,-,-,Pants11_103_D1_C2,Pants12_103_D1_C2,Pants13_103_D1_C2,-,-,[Usage] Put on / Take off an item.
44,202103103,202,103,1,3,Cotton Half Pants,20,4,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,202010,202005,Pants11_103_D1_C3,-,Pants10_103,-,-,-,Pants11_103_D1_C3,Pants12_103_D1_C3,Pants13_103_D1_C3,-,-,[Usage] Put on / Take off an item.
45,202104101,202,104,1,1,3 stripes Short Pants,20,4,0,2,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,202010,202005,-,Pants21_104_D1_C1,-,Pants20_104,-,-,-,-,-,Pants21_104_D1_C1,Pants21_104_D1_C1,[Usage] Put on / Take off an item.
46,202105101,202,105,1,1,Black Skinny Jean,20,4,0,1,0,205403,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,202010,202005,Pants11_105_D1_C1,-,Pants10_105,-,-,-,Pants11_105_D1_C1,Pants11_105_D1_C1,Pants11_105_D1_C1,-,-,[Usage] Put on / Take off an item.
47,202106101,202,106,1,1,Black Suit Pants,20,4,0,2,0,205403,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,202010,202005,-,Pants21_106_D1_C1,-,Pants20_106,-,-,-,-,-,Pants21_106_D1_C1,Pants21_106_D1_C1,[Usage] Put on / Take off an item.
48,202107101,202,107,1,1,Bigbang Style Jean,20,4,0,1,0,205403,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,202010,202005,Pants11_107_D1_C1,-,Pants10_107,-,-,-,Pants11_107_D1_C1,Pants11_107_D1_C1,Pants11_107_D1_C1,-,-,[Usage] Put on / Take off an item.
49,202108101,202,108,1,1,Baggy half pants,20,4,0,2,0,403,0,85,0,0,0,0,0,0,0,1,100,2,1000,10000,202010,202005,-,Pants21_108_D1_C1,-,Pants20_108,-,-,-,-,-,Pants21_108_D1_C1,Pants21_108_D1_C1,[Usage] Put on / Take off an item.
50,203001101,203,1,1,1,Basic Hand for men,0,5,0,1,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Glove11_1_D1_C1,-,Glove10_1,-,-,-,Glove11_1_D1_C1,Glove12_1_D1_C1,Glove13_1_D1_C1,-,-,[Usage] Put on / Take off an item.
51,203002101,203,2,1,1,Basic Hand for women,0,5,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,-,Glove21_2_D1_C1,-,Glove20_2,-,-,-,-,-,Glove21_2_D1_C1,Glove21_2_D1_C1,[Usage] Put on / Take off an item.
52,203102101,203,102,1,1,Knuckle,20,5,0,0,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Glove11_102_D1_C1,Glove11_102_D1_C1,Glove10_102,Glove20_102,-,-,Glove11_102_D1_C1,Glove11_102_D1_C1,Glove11_102_D1_C1,Glove11_102_D1_C1,Glove11_102_D1_C1,[Usage] Put on / Take off an item.
53,204001101,204,1,1,1,Basic Shoes A for Man,0,6,0,1,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Shoes11_1_D1_C1,Shoes11_1_D1_C1,Shoes10_1,-,Shoes10_1_D1_E,-,Shoes11_1_D1_C1,Shoes11_1_D1_C1,Shoes11_1_D1_C1,Shoes11_1_D1_C1,Shoes11_1_D1_C1,[Usage] Put on / Take off an item.
54,204001102,204,1,1,2,Basic Shoes B for Man,0,6,0,1,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Shoes11_1_D1_C2,Shoes11_1_D1_C2,Shoes10_1,-,Shoes10_1_D1_E,-,Shoes11_1_D1_C2,Shoes11_1_D1_C2,Shoes11_1_D1_C2,Shoes11_1_D1_C2,Shoes11_1_D1_C2,[Usage] Put on / Take off an item.
55,204001103,204,1,1,3,Basic Shoes C for Man,0,6,0,1,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Shoes11_1_D1_C3,Shoes11_1_D1_C3,Shoes10_1,-,Shoes10_1_D1_E,-,Shoes11_1_D1_C3,Shoes11_1_D1_C3,Shoes11_1_D1_C3,Shoes11_1_D1_C3,Shoes11_1_D1_C3,[Usage] Put on / Take off an item.
56,204001104,204,1,1,4,Basic Shoes D for Man,0,6,0,1,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,Shoes11_1_D1_C4,Shoes11_1_D1_C4,Shoes10_1,-,Shoes10_1_D1_E,-,Shoes11_1_D1_C4,Shoes11_1_D1_C4,Shoes11_1_D1_C4,Shoes11_1_D1_C4,Shoes11_1_D1_C4,[Usage] Put on / Take off an item.
57,204002101,204,2,1,1,Basic Shoes A for Woman,0,6,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,-,Shoes21_2_D1_C1,-,Shoes20_2,-,Shoes10_1_D1_E,-,-,-,Shoes21_2_D1_C1,Shoes21_2_D1_C1,[Usage] Put on / Take off an item.
58,204002102,204,2,1,2,Basic Shoes B for Woman,0,6,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,-,Shoes21_2_D1_C2,-,Shoes20_2,-,Shoes10_1_D1_E,-,-,-,Shoes21_2_D1_C2,Shoes21_2_D1_C2,[Usage] Put on / Take off an item.
59,204002103,204,2,1,3,Basic Shoes C for Woman,0,6,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,-,Shoes21_2_D1_C3,-,Shoes20_2,-,Shoes10_1_D1_E,-,-,-,Shoes21_2_D1_C3,Shoes21_2_D1_C3,[Usage] Put on / Take off an item.
60,204002104,204,2,1,4,Basic Shoes D for Woman,0,6,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,10000,0,0,-,Shoes21_2_D1_C4,-,Shoes20_2,-,Shoes10_1_D1_E,-,-,-,Shoes21_2_D1_C4,Shoes21_2_D1_C4,[Usage] Put on / Take off an item.
61,204103101,204,103,1,1,Premium Football Shoes,20,6,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,204010,204005,Shoes11_103_D1_C1,Shoes11_103_D1_C1,Shoes10_103,Shoes20_103,Shoes10_1_D1_E,Shoes10_1_D1_E,Shoes11_103_D1_C1,Shoes11_103_D1_C1,Shoes11_103_D1_C1,Shoes11_103_D1_C1,Shoes11_103_D1_C1,[Usage] Put on / Take off an item.
62,204103201,204,103,2,1,Gold Football Shoes,20,6,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,204010,204005,Shoes11_103_D2_C1,Shoes11_103_D2_C1,Shoes10_103,Shoes20_103,Shoes10_1_D1_E,Shoes10_1_D1_E,Shoes11_103_D2_C1,Shoes11_103_D2_C1,Shoes11_103_D2_C1,Shoes11_103_D2_C1,Shoes11_103_D2_C1,[Usage] Put on / Take off an item.
63,205101101,205,101,1,1,Maximum Football L.Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks11_101_D1_C1,Socks11_101_D1_C1,Socks10_101,Socks20_101,-,-,Socks11_101_D1_C1,Socks11_101_D1_C1,Socks11_101_D1_C1,Socks11_101_D1_C1,Socks11_101_D1_C1,[Usage] Put on / Take off an item.
64,205101102,205,101,1,2,Maximum Football L.Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks11_101_D1_C2,Socks11_101_D1_C2,Socks10_101,Socks20_101,-,-,Socks11_101_D1_C2,Socks11_101_D1_C2,Socks11_101_D1_C2,Socks11_101_D1_C2,Socks11_101_D1_C2,[Usage] Put on / Take off an item.
65,205101103,205,101,1,3,Maximum Football L.Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks11_101_D1_C3,Socks11_101_D1_C3,Socks10_101,Socks20_101,-,-,Socks11_101_D1_C3,Socks11_101_D1_C3,Socks11_101_D1_C3,Socks11_101_D1_C3,Socks11_101_D1_C3,[Usage] Put on / Take off an item.
66,205101104,205,101,1,4,Maximum Football L.Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks11_101_D1_C4,Socks11_101_D1_C4,Socks10_101,Socks20_101,-,-,Socks11_101_D1_C4,Socks11_101_D1_C4,Socks11_101_D1_C4,Socks11_101_D1_C4,Socks11_101_D1_C4,[Usage] Put on / Take off an item.
67,205102101,205,102,1,1,Maximum Football S.Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks30_102_D1_C1,Socks30_102_D1_C1,Socks10_102,Socks20_102,-,-,Socks30_102_D1_C1,Socks30_102_D1_C1,Socks30_102_D1_C1,Socks30_102_D1_C1,Socks30_102_D1_C1,[Usage] Put on / Take off an item.
68,205102102,205,102,1,2,Maximum Football S.Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks30_102_D1_C2,Socks30_102_D1_C2,Socks10_102,Socks20_102,-,-,Socks30_102_D1_C2,Socks30_102_D1_C2,Socks30_102_D1_C2,Socks30_102_D1_C2,Socks30_102_D1_C2,[Usage] Put on / Take off an item.
69,205102103,205,102,1,3,Maximum Football S.Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks30_102_D1_C3,Socks30_102_D1_C3,Socks10_102,Socks20_102,-,-,Socks30_102_D1_C3,Socks30_102_D1_C3,Socks30_102_D1_C3,Socks30_102_D1_C3,Socks30_102_D1_C3,[Usage] Put on / Take off an item.
70,205102104,205,102,1,4,Maximum Football S.Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks30_102_D1_C4,Socks30_102_D1_C4,Socks10_102,Socks20_102,-,-,Socks30_102_D1_C4,Socks30_102_D1_C4,Socks30_102_D1_C4,Socks30_102_D1_C4,Socks30_102_D1_C4,[Usage] Put on / Take off an item.
71,205102201,205,102,2,1,New Max Football Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks30_102_D2_C1,Socks30_102_D2_C1,Socks10_102,Socks20_102,-,-,Socks30_102_D2_C1,Socks30_102_D2_C1,Socks30_102_D2_C1,Socks30_102_D2_C1,Socks30_102_D2_C1,[Usage] Put on / Take off an item.
72,205102202,205,102,2,2,New Max Football Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks30_102_D2_C2,Socks30_102_D2_C2,Socks10_102,Socks20_102,-,-,Socks30_102_D2_C2,Socks30_102_D2_C2,Socks30_102_D2_C2,Socks30_102_D2_C2,Socks30_102_D2_C2,[Usage] Put on / Take off an item.
73,205102203,205,102,2,3,New Max Football Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks30_102_D2_C3,Socks30_102_D2_C3,Socks10_102,Socks20_102,-,-,Socks30_102_D2_C3,Socks30_102_D2_C3,Socks30_102_D2_C3,Socks30_102_D2_C3,Socks30_102_D2_C3,[Usage] Put on / Take off an item.
74,205102204,205,102,2,4,New Max Football Socks,20,7,0,0,5,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,205010,205005,Socks30_102_D2_C4,Socks30_102_D2_C4,Socks10_102,Socks20_102,-,-,Socks30_102_D2_C4,Socks30_102_D2_C4,Socks30_102_D2_C4,Socks30_102_D2_C4,Socks30_102_D2_C4,[Usage] Put on / Take off an item.
75,301101101,301,101,1,1,Plastic Glasses,20,8,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,301010,301005,Eye30_101_D1_C1,Eye30_101_D1_C1,Eye10_101,Eye20_101,-,-,Eye30_101_D1_C1,Eye30_101_D1_C1,Eye30_101_D1_C1,Eye30_101_D1_C1,Eye30_101_D1_C1,[Usage] Put on / Take off an item.
76,301101102,301,101,1,2,Plastic Glasses,20,8,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,301010,301005,Eye30_101_D1_C2,Eye30_101_D1_C2,Eye10_101,Eye20_101,-,-,Eye30_101_D1_C2,Eye30_101_D1_C2,Eye30_101_D1_C2,Eye30_101_D1_C2,Eye30_101_D1_C2,[Usage] Put on / Take off an item.
77,301101103,301,101,1,3,Plastic Glasses,20,8,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,10000,301010,301005,Eye30_101_D1_C3,Eye30_101_D1_C3,Eye10_101,Eye20_101,-,-,Eye30_101_D1_C3,Eye30_101_D1_C3,Eye30_101_D1_C3,Eye30_101_D1_C3,Eye30_101_D1_C3,[Usage] Put on / Take off an item.
