Index,Code,Type,Order,Design,Color,Name,Rate,Wear,Company,Gender,Brand,Divest,Limit,Exchange,Inchant,Sum,Gift,Parcel,Free,New,Event,Amount,Discount,Sell,Cash,Point,CPack,PPack,IconFile10,IconFile20,MeshFile10,MeshFile20,EnvironFile10,EnvironFile20,TextureFile11,TextureFile12,TextureFile13,TextureFile21,TextureFile22,Description
10,102106101,102,106,1,1,언밸런스 헤어,20,1,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,3000,102010,102005,Hair11_106_D1_C1,-,Hair10_106,-,-,-,Hair11_106_D1_C1,Hair11_106_D1_C1,Hair11_106_D1_C1,Hair11_106_D1_C1,Hair11_106_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
11,102107101,102,107,1,1,금발 비니 헤어,20,1,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,2000,102010,102005,Hair11_107_D1_C1,-,Hair10_107,-,-,-,Hair11_107_D1_C1,Hair11_107_D1_C1,Hair11_107_D1_C1,Hair11_107_D1_C1,Hair11_107_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
12,103101101,103,101,1,1,축구공,20,2,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,2000,103010,103005,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101_D1_C1,Paint10_101_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
13,103101201,103,101,2,1,별,20,2,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,1500,103010,103005,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101_D2_C1,Paint10_101_D2_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
14,103101301,103,101,3,1,꽃,20,2,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,1500,103010,103005,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101_D3_C1,Paint10_101_D3_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
15,103101401,103,101,4,1,나비,20,2,0,0,0,0,0,85,0,0,0,0,0,0,0,1,100,3,1000,1500,103010,103005,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101,Paint20_101,-,-,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101_D4_C1,Paint10_101_D4_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
16,201001101,201,1,1,1,기본 남 상의,0,3,0,1,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,Shirts11_1_D1_C1,-,Shirts10_1,-,-,-,Shirts11_1_D1_C1,Shirts12_1_D1_C1,Shirts13_1_D1_C1,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
17,201001102,201,1,1,2,기본 남 상의,0,3,0,1,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,Shirts11_1_D1_C2,-,Shirts10_1,-,-,-,Shirts11_1_D1_C2,Shirts12_1_D1_C2,Shirts13_1_D1_C2,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
18,201001103,201,1,1,3,기본 남 상의,0,3,0,1,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,Shirts11_1_D1_C3,-,Shirts10_1,-,-,-,Shirts11_1_D1_C3,Shirts12_1_D1_C3,Shirts13_1_D1_C3,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
19,201002101,201,2,1,1,기본 여 상의,0,3,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,-,Shirts21_2_D1_C1,-,Shirts20_2,-,-,-,-,-,Shirts21_2_D1_C1,Shirts22_2_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
20,201002102,201,2,1,2,기본 여 상의,0,3,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,-,Shirts21_2_D1_C2,-,Shirts20_2,-,-,-,-,-,Shirts21_2_D1_C2,Shirts22_2_D1_C2,[사용법] 아이템을 클릭하여 착용/해제 합니다.
21,201002103,201,2,1,3,기본 여 상의,0,3,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,-,Shirts21_2_D1_C3,-,Shirts20_2,-,-,-,-,-,Shirts21_2_D1_C3,Shirts22_2_D1_C3,[사용법] 아이템을 클릭하여 착용/해제 합니다.
22,201002191,201,2,1,91,기본 여 상의,0,3,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,0,1000,1000,0,0,,Shirts21_2_D1_C91,,Shirts20_2,,,,,,Shirts21_2_D1_C91,Shirts22_2_D1_C91,
23,201002192,201,2,1,92,기본 여 상의,0,3,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,0,1000,1000,0,0,,Shirts21_2_D1_C92,,Shirts20_2,,,,,,Shirts21_2_D1_C92,Shirts22_2_D1_C92,
24,201002193,201,2,1,93,기본 여 상의,0,3,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,0,1000,1000,0,0,,Shirts21_2_D1_C93,,Shirts20_2,,,,,,Shirts21_2_D1_C93,Shirts22_2_D1_C93,
25,201101101,201,101,1,1,힙합후드,20,3,0,1,0,102401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_101_D1_C1,-,Shirts10_101,-,-,-,Shirts11_101_D1_C1,Shirts12_101_D1_C1,Shirts13_101_D1_C1,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
26,201101102,201,101,1,2,힙합후드,20,3,0,1,0,102401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_101_D1_C2,-,Shirts10_101,-,-,-,Shirts11_101_D1_C2,Shirts12_101_D1_C2,Shirts13_101_D1_C2,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
27,201101103,201,101,1,3,힙합후드,20,3,0,1,0,102401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_101_D1_C3,-,Shirts10_101,-,-,-,Shirts11_101_D1_C3,Shirts12_101_D1_C3,Shirts13_101_D1_C3,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
28,201102101,201,102,1,1,여 삼색자켓,20,3,0,2,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,-,Shirts21_102_D1_C1,-,Shirts20_102,-,-,-,-,-,Shirts21_102_D1_C1,Shirts22_102_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
29,201103101,201,103,1,1,해골무늬 티,20,3,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_103_D1_C1,-,Shirts10_103,-,-,-,Shirts11_103_D1_C1,Shirts12_103_D1_C1,Shirts13_103_D1_C1,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
30,201103102,201,103,1,2,해골무늬 티,20,3,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_103_D1_C2,-,Shirts10_103,-,-,-,Shirts11_103_D1_C2,Shirts12_103_D1_C2,Shirts13_103_D1_C2,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
31,201103103,201,103,1,3,해골무늬 티,20,3,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_103_D1_C3,-,Shirts10_103,-,-,-,Shirts11_103_D1_C3,Shirts12_103_D1_C3,Shirts13_103_D1_C3,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
32,201104101,201,104,1,1,샤이닝 실버 자켓,20,3,0,2,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,-,Shirts21_104_D1_C1,-,Shirts20_104,-,-,-,-,-,Shirts21_104_D1_C1,Shirts22_104_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
33,201104191,201,104,1,91,샤이닝 실버 자켓,20,3,0,2,0,401402,0,85,0,0,0,0,0,0,0,1,100,0,1000,2500,201010,201005,-,Shirts21_104_D1_C91,-,Shirts20_104,-,-,-,-,-,Shirts21_104_D1_C91,Shirts22_104_D1_C91,[사용법] 아이템을 클릭하여 착용/해제 합니다.
34,201105101,201,105,1,1,포인트 트레이닝 자켓,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_105_D1_C1,-,Shirts10_105,-,-,-,Shirts11_105_D1_C1,Shirts11_105_D1_C1,Shirts11_105_D1_C1,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
35,201105102,201,105,1,2,포인트 트레이닝 자켓,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_105_D1_C2,-,Shirts10_105,-,-,-,Shirts11_105_D1_C2,Shirts11_105_D1_C2,Shirts11_105_D1_C2,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
36,201105103,201,105,1,3,포인트 트레이닝 자켓,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_105_D1_C3,-,Shirts10_105,-,-,-,Shirts11_105_D1_C3,Shirts11_105_D1_C3,Shirts11_105_D1_C3,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
37,201106101,201,106,1,1,핑크 포인트 점퍼,20,3,0,2,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,-,Shirts21_106_D1_C1,-,Shirts20_106,-,-,-,-,-,Shirts21_106_D1_C1,Shirts22_106_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
38,201106191,201,106,1,91,핑크 포인트 점퍼,20,3,0,2,0,401402,0,85,0,0,0,0,0,0,0,1,100,0,1000,2500,201010,201005,-,Shirts21_106_D1_C91,-,Shirts20_106,-,-,-,-,-,Shirts21_106_D1_C91,Shirts22_106_D1_C91,[사용법] 아이템을 클릭하여 착용/해제 합니다.
39,201107101,201,107,1,1,L/S Y셔츠,20,3,0,1,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,201010,201005,Shirts11_107_D1_C1,-,Shirts10_107,-,-,-,Shirts11_107_D1_C1,Shirts12_107_D1_C1,Shirts13_107_D1_C1,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
40,201107102,201,107,1,2,L/S Y셔츠,20,3,0,1,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,201010,201005,Shirts11_107_D1_C2,-,Shirts10_107,-,-,-,Shirts11_107_D1_C2,Shirts12_107_D1_C2,Shirts13_107_D1_C2,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
41,201107103,201,107,1,3,L/S Y셔츠,20,3,0,1,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,201010,201005,Shirts11_107_D1_C3,-,Shirts10_107,-,-,-,Shirts11_107_D1_C3,Shirts12_107_D1_C3,Shirts13_107_D1_C3,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
42,201108101,201,108,1,1,다크 브루인 패딩 후드,20,3,0,2,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,201010,201005,-,Shirts21_108_D1_C1,-,Shirts20_108,-,-,-,-,-,Shirts21_108_D1_C1,Shirts22_108_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
43,201109101,201,109,1,1,패딩 점퍼,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,201010,201005,Shirts11_109_D1_C1,,Shirts10_109,,-,-,Shirts11_109_D1_C1,Shirts12_109_D1_C1,Shirts13_109_D1_C1,,,[사용법] 아이템을 클릭하여 착용/해제 합니다.
44,201109102,201,109,1,2,패딩 점퍼,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,201010,201005,Shirts11_109_D1_C2,,Shirts10_109,,-,-,Shirts11_109_D1_C2,Shirts12_109_D1_C2,Shirts13_109_D1_C2,,,[사용법] 아이템을 클릭하여 착용/해제 합니다.
45,201109103,201,109,1,3,패딩 점퍼,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,201010,201005,Shirts11_109_D1_C3,,Shirts10_109,,-,-,Shirts11_109_D1_C3,Shirts12_109_D1_C3,Shirts13_109_D1_C3,,,[사용법] 아이템을 클릭하여 착용/해제 합니다.
46,201110101,201,110,1,1,브라운 롱코트,20,3,0,2,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,201010,201005,-,Shirts21_110_D1_C1,-,Shirts20_110,-,-,-,-,-,Shirts21_110_D1_C1,Shirts22_110_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
47,201111101,201,111,1,1,컬렉션 바이크 자켓,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_111_D1_C1,,Shirts10_111,,-,-,Shirts11_111_D1_C1,Shirts12_111_D1_C1,Shirts13_111_D1_C1,,,[사용법] 아이템을 클릭하여 착용/해제 합니다.
48,201112101,201,112,1,1,줄무늬 탑,20,3,0,2,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,-,Shirts21_112_D1_C1,-,Shirts20_112,-,-,-,-,-,Shirts21_112_D1_C1,Shirts22_112_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
49,201112191,201,112,1,91,줄무늬 탑,20,3,0,2,0,0,0,85,0,0,0,0,0,0,0,1,100,0,1000,2500,201010,201005,-,Shirts21_112_D1_C91,-,Shirts20_112,-,-,-,-,-,Shirts21_112_D1_C91,Shirts22_112_D1_C91,[사용법] 아이템을 클릭하여 착용/해제 합니다.
50,201113101,201,113,1,1,라이더 자켓,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_113_D1_C1,,Shirts10_113,,,,Shirts11_113_D1_C1,Shirts12_113_D1_C1,Shirts13_113_D1_C1,,,[사용법] 아이템을 클릭하여 착용/해제 합니다.
51,201113102,201,113,1,2,라이더 자켓,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_113_D1_C2,,Shirts10_113,,,,Shirts11_113_D1_C2,Shirts12_113_D1_C2,Shirts13_113_D1_C2,,,[사용법] 아이템을 클릭하여 착용/해제 합니다.
52,201113103,201,113,1,3,라이더 자켓,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_113_D1_C3,,Shirts10_113,,,,Shirts11_113_D1_C3,Shirts12_113_D1_C3,Shirts13_113_D1_C3,,,[사용법] 아이템을 클릭하여 착용/해제 합니다.
53,201115101,201,115,1,1,구제 청 자켓,20,3,0,1,0,303401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_115_D1_C1,,Shirts10_115,,,,Shirts11_115_D1_C1,Shirts12_115_D1_C1,Shirts13_115_D1_C1,,,[사용법] 아이템을 클릭하여 착용/해제 합니다.
54,201116101,201,116,1,1,호피 숏 자켓,20,3,0,2,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,-,Shirts21_116_D1_C1,-,Shirts20_116,-,-,-,-,-,Shirts21_116_D1_C1,Shirts22_116_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
55,201117101,201,117,1,1,블루 큐빅 패턴 셔츠,20,3,0,1,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,201010,201005,Shirts11_117_D1_C1,,Shirts10_117,,,,Shirts11_117_D1_C1,Shirts12_117_D1_C1,Shirts13_117_D1_C1,,,[사용법] 아이템을 클릭하여 착용/해제 합니다.
56,201118101,201,118,1,1,와인 뱀가죽 롱코트,20,3,0,2,0,401402,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,201010,201005,-,Shirts21_118_D1_C1,-,Shirts20_118,-,-,-,-,-,Shirts21_118_D1_C1,Shirts22_118_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
57,201118191,201,118,1,91,와인 뱀가죽 롱코트,20,3,0,2,0,0,0,85,0,0,0,0,0,0,0,1,100,0,1000,1800,201010,201005,-,Shirts21_118_D1_C91,-,Shirts20_118,-,-,-,-,-,Shirts21_118_D1_C91,Shirts22_118_D1_C91,[사용법] 아이템을 클릭하여 착용/해제 합니다.
58,201119101,201,119,1,1,축구 유니폼 상의,20,3,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,4500,201010,201005,Shirts11_119_D1_C1,0,Shirts10_119,,-,-,Shirts11_119_D1_C1,Shirts12_119_D1_C1,Shirts13_119_D1_C1,,,[사용법] 아이템을 클릭하여 착용/해제 합니다.
59,201120101,201,120,1,1,축구 유니폼 상의,20,3,0,2,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,4500,201010,201005,-,Shirts21_120_D1_C1,-,Shirts20_120,-,-,-,-,-,Shirts21_120_D1_C1,Shirts22_120_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
60,201121101,201,121,1,1,축구 트레이닝복 상의,20,3,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,4000,201010,201005,Shirts11_121_D1_C1,0,Shirts10_121,,-,-,Shirts11_121_D1_C1,Shirts12_121_D1_C1,Shirts13_121_D1_C1,,,[사용법] 아이템을 클릭하여 착용/해제 합니다.
61,201122101,201,122,1,1,축구 트레이닝복 상의,20,3,0,2,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,4000,201010,201005,-,Shirts21_122_D1_C1,-,Shirts20_122,-,-,-,-,-,Shirts21_122_D1_C1,Shirts22_122_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
62,202001101,202,1,1,1,기본 남 하의,0,4,0,1,0,205403,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,Pants11_1_D1_C1,-,Pants10_1,-,-,-,Pants11_1_D1_C1,Pants11_1_D1_C1,Pants11_1_D1_C1,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
63,202001102,202,1,1,2,기본 남 하의,0,4,0,1,0,205403,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,Pants11_1_D1_C2,-,Pants10_1,-,-,-,Pants11_1_D1_C2,Pants11_1_D1_C2,Pants11_1_D1_C2,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
64,202001103,202,1,1,3,기본 남 하의,0,4,0,1,0,205403,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,Pants11_1_D1_C3,-,Pants10_1,-,-,-,Pants11_1_D1_C3,Pants11_1_D1_C3,Pants11_1_D1_C3,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
65,202002101,202,2,1,1,기본 여 하의,0,4,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,-,Pants21_2_D1_C1,-,Pants20_2,-,-,-,-,-,Pants21_2_D1_C1,Pants22_2_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
66,202002102,202,2,1,2,기본 여 하의,0,4,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,-,Pants21_2_D1_C2,-,Pants20_2,-,-,-,-,-,Pants21_2_D1_C2,Pants22_2_D1_C2,[사용법] 아이템을 클릭하여 착용/해제 합니다.
67,202002103,202,2,1,3,기본 여 하의,0,4,0,2,0,0,0,85,0,0,0,0,1,0,0,1,100,2,1000,1000,0,0,-,Pants21_2_D1_C3,-,Pants20_2,-,-,-,-,-,Pants21_2_D1_C3,Pants22_2_D1_C3,[사용법] 아이템을 클릭하여 착용/해제 합니다.
68,202101101,202,101,1,1,언밸런스 진,20,4,0,1,0,205403,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,202010,202005,Pants11_101_D1_C1,-,Pants10_101,-,-,-,Pants11_101_D1_C1,Pants11_101_D1_C1,Pants11_101_D1_C1,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
69,202102101,202,102,1,1,스키니 진,20,4,0,2,0,205403,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,202010,202005,-,Pants21_102_D1_C1,-,Pants20_102,-,-,-,-,-,Pants21_102_D1_C1,Pants22_102_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
70,202103101,202,103,1,1,코튼 하프 팬츠,20,4,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,202010,202005,Pants11_103_D1_C1,-,Pants10_103,-,-,-,Pants11_103_D1_C1,Pants11_103_D1_C1,Pants11_103_D1_C1,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
71,202103102,202,103,1,2,코튼 하프 팬츠,20,4,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,202010,202005,Pants11_103_D1_C2,-,Pants10_103,-,-,-,Pants11_103_D1_C2,Pants12_103_D1_C2,Pants13_103_D1_C2,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
72,202103103,202,103,1,3,코튼 하프 팬츠,20,4,0,1,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,202010,202005,Pants11_103_D1_C3,-,Pants10_103,-,-,-,Pants11_103_D1_C3,Pants12_103_D1_C3,Pants13_103_D1_C3,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
73,202104101,202,104,1,1,삼색 숏 팬츠,20,4,0,2,0,0,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,202010,202005,-,Pants21_104_D1_C1,-,Pants20_104,-,-,-,-,-,Pants21_104_D1_C1,Pants22_104_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
74,202104191,202,104,1,91,삼색 숏 팬츠,20,4,0,2,0,0,0,85,0,0,0,0,0,0,0,1,100,0,1000,2500,202010,202005,-,pants21_104_D1_C91,-,Pants20_104,-,-,-,-,-,pants21_104_D1_C91,Pants22_104_D1_C91,[사용법] 아이템을 클릭하여 착용/해제 합니다.
75,202105101,202,105,1,1,블랙 스키니 진,20,4,0,1,0,205403,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,202010,202005,Pants11_105_D1_C1,-,Pants10_105,-,-,-,Pants11_105_D1_C1,Pants11_105_D1_C1,Pants11_105_D1_C1,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
76,202106101,202,106,1,1,블랙 정장 바지,20,4,0,2,0,205403,0,85,0,0,0,0,0,0,0,1,100,2,1000,1800,202010,202005,-,Pants21_106_D1_C1,-,Pants20_106,-,-,-,-,-,Pants21_106_D1_C1,Pants21_106_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
77,202107101,202,107,1,1,빅뱅스타일 진,20,4,0,1,0,205403,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,202010,202005,Pants11_107_D1_C1,-,Pants10_107,-,-,-,Pants11_107_D1_C1,Pants11_107_D1_C1,Pants11_107_D1_C1,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
78,202108101,202,108,1,1,5부 베기 팬츠,20,4,0,2,0,403,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,202010,202005,-,Pants21_108_D1_C1,-,Pants20_108,-,-,-,-,-,Pants21_108_D1_C1,Pants22_108_D1_C1,[사용법] 아이템을 클릭하여 착용/해제 합니다.
79,202109101,202,109,1,1,블랙 스포츠 진,20,4,0,1,0,205403,0,85,0,0,0,0,0,0,0,1,100,2,1000,2500,202010,202005,Pants11_109_D1_C1,-,Pants10_109,-,-,-,Pants11_109_D1_C1,Pants11_109_D1_C1,Pants11_109_D1_C1,-,-,[사용법] 아이템을 클릭하여 착용/해제 합니다.
